dist,limit
-47918,75
-46883,85
-45543,110
-45008,115
-44588,85
-43878,80
-43808,75
-43188,55
-42708,75
-42063,80
-41583,75
-33364,90
-27083,75
-20233,90
-17400,90
-16900,75
-13795,75
-13410,75
-11389,60
-10724,45
-10354,80
-10055.49,90
-8815.49,115
-8515.49,110
-6005.49,105
-5655.49,105
-4870.49,80
-4535.49,80
-3120,100
-3687,90
-3372,100
-3052,65
-2912,90
-2692,80
-2507,70
-2257,75
-2152,65
-1400,80
-970,80
-760,100
-260,80
