dist,limit
1100,75
2509,85
3064,75
3272,70
3372,65
4159,65
4449,60
5500,80
6913,60
7571,65
8591,70
9781,80
10101,65
11383,75
11733,65
12550,70
13285,80
16159,75
16619,70
17225,70
17660,70
17830,65
18498,75
19173,70
20363,70
21150,80
21950,80
22906,70
23036,65
24645,80
24725,75
24815,70
25724,75
26274,75
27249,85
29420,75
29991,60
30351,80
32460,60
33296,85
33746,70
