dist,limit
345,45
385,45
465,75
565,70
830,75
915,85
1045,90
1595,75
2760,75
3645,80
3755,80
4230,85
4650,85
5085,75
5201,45
5261,60
6571,80
6781,55
7131,75
7401,70
7531,75
8001,60
8226,60
8351,65
8746,55
8970,60
9070,60
9285,70
9450,80
18445,80
19140,80
21930,90
24165,60
32165,60
34092,90
35165,90
36589,45
